date_order,User_ID,product,kol,price
2024-06-20,766426771,bread,7,51164
2024-07-03,758277831,buter,49,77160
2024-03-08,1322066405,beer,46,27226
2024-06-19,967626277,bal,5,51254
2024-02-08,1423580632,beer,16,64153
2024-02-08,1443025600,bread,48,84965
2024-06-24,1833068835,boots,19,7351
2024-04-15,1332884918,buter,15,89631
2024-04-30,496215589,boots,29,50130
2024-03-08,307876318,boots,3,54175
2024-03-07,959425835,buter,17,97343
2024-01-21,272338560,buter,47,4818
2024-07-25,1293261179,bread,43,55049
2024-03-24,198868826,bal,32,38265
2024-05-11,129212159,beer,10,85082
2024-03-27,1080520520,bal,4,93902
2024-07-10,827299073,bread,50,46740
2024-01-26,830969855,bal,25,2726
2024-05-01,548535884,boots,24,888
2024-01-24,219000004,buter,14,37778
2024-01-09,1314980413,buter,25,87201
2024-05-30,1048368202,bal,45,8930
2024-05-15,1779594932,bread,5,49590
2024-02-17,369469696,beer,34,26040
2024-05-22,1834548184,beer,26,60347
2024-04-13,1832153184,bread,49,56731
2024-03-15,1204539336,beer,16,61443
2024-02-09,678532509,bread,47,27294
2024-04-12,158513413,boots,50,39911
2024-06-21,408321768,bal,9,23363
2024-02-13,1210311819,bread,4,4764
2024-02-04,1898528971,bread,4,59002
2024-03-06,1788204603,bread,4,17584
2024-01-26,1619523817,buter,4,63592
2024-07-19,1955915347,boots,36,5954
2024-03-21,1674747557,beer,3,65313
2024-03-30,735491684,bal,11,42971
2024-05-30,1685676762,bal,35,25080
2024-02-04,1888710707,boots,17,20060
2024-04-01,1457094830,bal,45,31491
2024-05-23,758966983,buter,38,72687
2024-04-10,1033999600,buter,5,81627
2024-04-16,783092467,bal,10,8252
2024-02-18,301716049,boots,31,66636
2024-03-19,384525630,bread,30,28258
2024-02-24,1739306237,buter,41,39252
2024-06-06,1010066201,boots,22,95115
2024-01-30,1081516647,boots,9,23037
2024-01-15,1344391594,beer,31,93500
2024-01-24,787830644,boots,36,3630
2024-03-14,1832091231,buter,17,8783
2024-01-04,1576878647,beer,47,63121
2024-03-12,453180802,bread,6,70057
2024-04-01,833856940,bread,31,7035
2024-06-24,525899377,boots,2,26657
2024-07-22,405486810,beer,37,48344
2024-04-28,1593719080,beer,7,74756
2024-05-25,889894842,bread,38,98581
2024-05-19,766457271,bread,28,70383
2024-03-30,975782183,bread,19,7983
2024-07-26,1938996920,boots,9,42276
2024-06-13,838981658,buter,7,2912
2024-03-22,1416192589,boots,4,69811
2024-07-08,1693610698,bread,11,61569
2024-03-12,188553051,boots,21,23843
2024-05-18,1373846838,buter,50,83185
2024-04-23,845745511,bread,23,87933
2024-02-29,1724651326,bread,39,90564
2024-05-12,1845559025,bal,33,56836
2024-04-02,1160128642,buter,9,22790
2024-05-17,987151862,boots,45,79133
2024-02-13,930176856,bal,49,56486
2024-03-05,848358517,beer,9,49384
2024-02-13,1633571915,bal,48,3906
2024-07-04,700371870,bal,20,65626
2024-05-15,1786354382,boots,35,66603
2024-04-22,650994084,boots,9,48531
2024-02-10,705262504,beer,20,22000
2024-05-16,1242075764,bread,17,80126
2024-04-09,910308250,bread,47,48831
2024-02-25,643662062,buter,6,60155
2024-06-03,1753917839,bal,44,15182
2024-03-30,557348140,boots,32,54778
2024-04-13,229018857,buter,29,94855
2024-04-20,1552776658,buter,28,83082
2024-03-03,1114583483,bal,27,21096
2024-07-19,746876259,beer,36,77206
2024-06-09,1920481999,bal,44,2257
2024-06-10,852358174,bread,35,9210
2024-06-22,286017777,beer,48,59115
2024-03-06,825148943,beer,40,92297
2024-01-07,602110381,buter,6,12222
2024-02-15,575486466,bread,30,6306
2024-06-23,967123206,bread,47,83222
2024-02-13,716192291,beer,24,6314
2024-06-13,1959596810,buter,46,73809
2024-03-23,1085846049,beer,44,82931
2024-02-08,1965050977,buter,44,88408
2024-04-30,841416530,boots,44,33160
2024-05-02,891548027,boots,3,56742
2024-04-21,1463519328,bread,17,11114
2024-03-22,764141126,buter,15,6397
2024-06-20,254098117,bread,19,8347
2024-02-29,1361597323,beer,24,90400
2024-02-02,987880930,bal,29,17946
2024-02-06,503705864,bal,43,64554
2024-04-09,1597898197,boots,41,63460
2024-01-25,1384356788,bread,38,1351
2024-06-24,1871126176,buter,7,12184
2024-01-14,1924744620,bread,28,20613
2024-07-21,1350744414,bread,22,88794
2024-06-09,198687499,beer,13,6281
2024-03-06,413520773,buter,5,97860
2024-04-28,731269684,bread,35,24951
2024-02-07,1088804324,bal,4,31526
2024-04-12,876678350,bal,48,56279
2024-03-02,230859207,bal,35,39291
2024-04-11,532166376,beer,15,78415
2024-06-18,1835763896,boots,46,13660
2024-06-16,721643180,boots,15,36424
2024-03-22,1822887274,beer,35,17267
2024-01-21,346944736,bread,6,42551
2024-04-26,557680792,bal,30,61169
2024-03-19,1282501806,boots,39,6728
2024-05-18,1775642965,beer,40,60649
2024-07-16,790869817,buter,12,50203
2024-05-16,74509271,bread,7,28261
2024-02-24,1681194451,beer,11,10175
2024-05-23,1677502758,buter,14,99979
2024-04-27,782483001,beer,27,13915
2024-05-20,779701946,boots,25,7906
2024-04-15,1324350368,boots,39,15228
2024-04-28,756184002,bread,25,23986
2024-07-17,73829790,beer,38,9929
2024-07-12,1498876720,buter,50,21691
2024-02-06,1467720713,buter,21,78155
2024-06-18,1060205221,boots,48,56144
2024-02-14,129164874,boots,20,19178
2024-07-17,382753890,bread,9,96518
2024-07-27,820624273,buter,8,9187
2024-03-06,1416078748,boots,7,18237
2024-06-23,1540824048,beer,32,41956
2024-04-14,104743608,boots,50,67960
2024-01-09,1102768567,beer,50,71966
2024-04-11,1196082904,beer,5,10364
2024-02-24,1682544028,bread,15,44333
2024-05-21,163027329,bread,36,6796
2024-04-28,1185446297,bread,33,58169
2024-07-24,291380055,boots,34,84757
2024-06-17,1819052902,beer,23,47147
2024-03-09,1480171778,beer,32,25096
2024-07-09,1860622331,bal,21,85296
2024-04-08,1199893427,boots,9,30717
2024-06-09,1086579539,bread,22,65896
2024-05-30,1930934188,beer,27,9356
2024-04-23,441382681,buter,45,34334
2024-06-21,907066485,bread,28,46502
2024-07-12,801144997,boots,50,25191
2024-06-18,1532591458,beer,33,72752
2024-01-12,1282423680,buter,2,80513
2024-04-18,1829536336,boots,49,66524
2024-07-19,1015803841,bal,4,30298
2024-07-24,963274949,bal,12,26501
2024-05-25,58619873,buter,41,36233
2024-07-08,1987274590,beer,17,71146
2024-04-29,1132978627,boots,21,99167
2024-06-03,1260202131,beer,46,32650
2024-04-07,1430574583,beer,19,24513
2024-06-28,1600643923,bal,9,54581
2024-07-25,1733557924,boots,11,13854
2024-01-01,466073552,bal,4,87773
2024-01-22,438392428,bal,36,74142
2024-03-08,977715850,beer,13,97200
2024-07-05,1204791280,bread,5,46891
2024-06-14,1940897927,bread,48,47628
2024-06-17,1368179916,bal,47,63017
2024-04-15,1861429452,beer,19,30268
2024-02-28,434383587,buter,17,23120
2024-01-07,64901871,bread,32,47753
2024-01-14,527441005,beer,16,57823
2024-03-05,1459490128,boots,47,20909
2024-03-03,461717662,boots,33,94829
2024-02-12,1669225838,buter,41,57583
2024-01-06,1285489196,bread,47,4007
2024-06-14,1499090369,bread,28,66558
2024-03-03,877407696,beer,32,62933
2024-05-02,587704689,beer,10,82254
2024-06-15,717234555,bread,49,55546
2024-07-01,1079658926,beer,21,66244
2024-03-28,1996850019,bread,6,74556
2024-01-14,1249689817,buter,45,99403
2024-03-15,88599057,bal,5,58681
2024-02-09,1067091202,bread,42,39356
2024-04-11,520382751,boots,24,85412
2024-01-01,1008954505,boots,16,69982
2024-01-03,711547277,bread,18,41178
2024-07-02,1344847750,beer,38,43505
2024-03-21,823449296,beer,5,48582
2024-01-11,550841368,boots,21,19174
2024-07-20,776940977,bread,28,33695
2024-02-18,487472662,bal,34,28657
2024-05-26,178093408,bread,30,65295
2024-03-04,1128503992,beer,14,13483
2024-03-15,1424562555,bal,11,96163
2024-01-16,1692418114,bal,33,2018
2024-02-14,668178919,buter,39,79434
2024-04-06,1351078230,boots,29,12014
2024-03-23,1906158387,bread,32,28024
2024-03-16,685271700,bread,40,5480
2024-02-28,491479078,bal,48,77960
2024-07-17,1117623231,bread,19,47293
2024-04-22,1523194672,bread,29,23975
2024-07-25,1074137599,buter,11,72659
2024-05-19,519384218,bal,17,2477
2024-02-25,41074130,bal,15,34025
2024-05-21,1474258438,beer,17,86272
2024-02-01,764578229,boots,38,30420
2024-04-15,421820559,bread,32,77038
2024-03-28,901870300,buter,35,13656
2024-02-03,1727050821,bread,14,22855
2024-04-02,1310494722,bal,46,24899
2024-06-30,1348199000,buter,10,7410
2024-06-13,799085114,bal,24,28138
2024-01-06,919921985,beer,26,78218
2024-04-09,603743217,buter,11,90176
2024-04-17,1178059978,boots,30,25452
2024-07-01,1449465803,bal,32,12121
2024-04-07,1255021913,bread,12,7558
2024-07-22,172090639,beer,33,26732
2024-06-27,1586779438,bal,6,8499
2024-03-18,1693197353,buter,23,26479
2024-02-21,135194351,beer,17,88767
2024-04-18,1184149241,boots,19,68211
2024-02-17,1938221919,boots,36,26603
2024-04-03,154648094,bal,19,36192
2024-04-02,694803993,boots,5,89057
2024-06-08,958120594,buter,43,51910
2024-06-18,137753289,bal,27,52885
2024-01-21,1945128487,bal,12,85680
2024-05-28,1776884282,bread,6,27487
2024-03-09,106028971,buter,38,12592
2024-04-16,1195054431,buter,28,59214
2024-01-11,1013535092,buter,20,97296
2024-04-23,1824383884,bread,8,71266
2024-07-16,1800494194,buter,36,49943
2024-04-13,273188513,beer,31,98991
2024-01-10,1784424537,buter,16,82592
2024-01-11,629833179,boots,42,84969
2024-05-10,1844106675,beer,17,22341
2024-03-15,1439699011,bal,4,96961
2024-04-24,1800115963,beer,40,67738
2024-06-08,860788563,buter,21,32868
2024-07-25,171734677,boots,15,78666
2024-03-11,1280929156,boots,24,38946
2024-04-03,1175245050,buter,36,78376
2024-06-14,406374612,bal,16,77640
2024-04-24,26415466,buter,5,77217
2024-06-04,1912476428,buter,26,30537
2024-02-09,327180297,beer,20,27956
2024-04-11,152478869,buter,47,35804
2024-06-27,336403989,beer,46,27608
2024-01-28,1209775213,boots,28,69538
2024-07-26,1457497748,bal,2,18071
2024-07-24,769443033,bal,30,3835
2024-02-29,1043977140,beer,6,49552
2024-01-30,727105343,bal,29,6460
2024-04-02,1556440286,boots,37,26704
2024-04-30,1342350330,buter,26,63510
2024-02-05,480904970,boots,41,59625
2024-07-14,1309026238,beer,5,74506
2024-01-26,1796571372,bread,36,79829
2024-03-16,1642515479,buter,9,57646
2024-02-26,1053070411,boots,15,505
2024-07-04,1161377093,beer,10,22257
2024-04-22,1295652694,boots,25,80159
2024-07-25,1890185827,bread,49,5983
2024-01-22,713516156,beer,41,23071
2024-04-22,1510197196,bread,16,89998
2024-03-25,986872100,buter,8,69839
2024-03-29,978700696,beer,45,72690
2024-03-22,1671705601,bal,5,28041
2024-07-02,68415833,beer,45,97834
2024-02-19,466963354,bal,15,47967
2024-05-28,1630520642,buter,35,80695
2024-01-01,512577175,bal,28,57369
2024-05-06,1635385872,buter,32,32380
2024-03-12,273629499,bal,50,75071
2024-04-16,1327468203,beer,44,375
2024-03-01,1526652945,boots,36,46151
2024-05-08,633439417,boots,21,38004
2024-07-05,1904219951,boots,17,22553
2024-01-21,1137698418,beer,20,19285
2024-06-23,1534762431,bread,15,44596
2024-04-17,1187895237,beer,30,33820
2024-06-04,639452965,beer,10,66220
2024-07-23,1747857673,boots,12,58552
2024-03-01,756879275,buter,48,30427
2024-06-02,137567119,buter,50,51076
2024-02-14,926975543,boots,50,13528
2024-07-15,111369751,bread,28,57381
2024-05-24,1378383381,boots,3,17749
2024-05-09,713277842,beer,28,86499
2024-05-12,211958389,beer,45,50632
2024-01-29,1126325513,buter,18,48168
2024-07-22,909776812,beer,25,54452
2024-01-24,4839583,bread,33,68378
2024-06-22,704603301,beer,9,31990
2024-07-22,767990176,boots,35,74240
2024-07-24,551048098,beer,25,53898
2024-03-13,1940133995,boots,39,84892
2024-03-28,694277047,boots,6,50470
2024-07-12,1396066151,bal,1,34303
2024-05-13,497140038,bread,7,46030
2024-02-22,1385867040,boots,2,31684
2024-05-07,1807781828,bread,12,31929
2024-01-15,1053220079,boots,7,85003
2024-07-15,1313848323,beer,12,49493
2024-03-12,828184087,boots,48,96904
2024-02-27,326989069,bal,4,84581
2024-07-21,789059559,bal,31,25338
2024-05-21,1920216738,bal,22,50311
2024-02-29,19836085,bal,18,86199
2024-05-19,750767481,beer,12,25556
2024-01-19,1902980458,bal,8,99014
2024-03-26,315722857,boots,29,92601
2024-06-08,517007131,boots,1,67766
2024-04-21,1150514070,boots,42,45184
2024-03-21,1222907199,buter,10,36811
2024-06-13,142025901,boots,31,59094
2024-05-22,1185883862,bread,40,55417
2024-02-14,1540008014,bal,13,23863
2024-03-24,1365260468,bread,28,73164
2024-05-05,1116318351,bal,40,11291
2024-06-10,1911139107,beer,1,78086
2024-02-13,1610484777,buter,49,43627
2024-01-31,890083378,boots,35,7100
2024-03-23,668258277,bal,15,73347
2024-03-05,538436320,bal,12,3233
2024-01-17,1245257463,bread,13,47588
2024-04-20,777358050,bread,1,94786
2024-02-10,1009874655,bal,44,37970
2024-02-17,1622551282,bread,24,43001
2024-07-05,749319145,beer,31,44452
2024-06-15,1327317146,buter,19,62091
2024-03-28,930516626,beer,38,10291
2024-06-02,910359943,boots,46,13292
2024-01-29,1537630543,boots,12,57993
2024-02-12,1101223359,bread,28,93104
2024-06-29,732993257,bal,22,34731
2024-06-04,1857632846,boots,42,13035
2024-02-18,966217902,boots,13,92098
2024-02-01,1138823234,boots,1,30193
2024-04-02,1519072381,boots,12,72252
2024-01-08,1542203055,boots,41,8124
2024-04-22,63567778,bread,12,96586
2024-07-07,1668612352,bread,22,84313
2024-06-15,1427892346,boots,39,97462
2024-07-25,78895878,boots,5,20237
2024-03-11,1535490489,buter,3,1697
2024-02-16,6199395,beer,6,42273
2024-01-10,585464243,bal,49,14955
2024-01-09,790027130,beer,25,31473
2024-02-25,533436592,beer,35,9546
2024-05-27,1135358444,boots,5,69656
2024-06-10,1420712374,bread,27,15792
2024-01-28,1301135611,bal,13,77841
2024-07-17,591162982,beer,39,51999
2024-02-27,1747636156,bal,39,27370
2024-07-23,1444191170,buter,15,72287
2024-06-10,1863836155,buter,1,24596
2024-05-25,316150462,boots,2,17324
2024-06-01,596965147,bread,45,29063
2024-04-21,264091806,bread,1,93497
2024-01-16,496774151,bal,27,37348
2024-07-09,1582347619,buter,48,68235
2024-07-24,712367050,beer,15,4259
2024-06-01,1836143831,boots,10,10751
2024-07-05,1656477109,beer,19,30711
2024-01-07,282080632,beer,4,23458
2024-04-16,1699673612,beer,1,35999
2024-02-22,1847639719,bal,31,24025
2024-01-22,262381946,buter,28,74361
2024-05-16,423409071,bal,7,66957
2024-02-01,1586212163,buter,44,23487
2024-02-03,1654012495,bread,39,73687
2024-02-08,883128793,beer,34,12021
2024-02-01,721201392,bread,18,26536
2024-01-21,966138053,bread,40,51293
2024-07-06,728559374,beer,8,55984
2024-03-16,1658167814,boots,38,11316
2024-02-26,1928022870,boots,36,99637
2024-03-26,1143429513,boots,22,63717
2024-02-07,725230343,buter,49,755
2024-01-10,1614743814,buter,28,21955
2024-02-09,1588757780,boots,16,41450
2024-03-18,1810037318,bread,28,46507
2024-04-01,234111347,bread,47,55320
2024-07-05,278517576,buter,43,21220
2024-03-18,212247661,buter,49,48577
2024-01-06,1147253615,boots,23,60737
2024-04-28,234155151,beer,49,12171
2024-05-30,775122205,bread,14,3342
2024-05-26,337532083,buter,32,581
2024-04-12,1223861857,bal,27,32666
2024-06-01,1784744209,bal,18,39680
2024-02-28,271428368,bread,42,35063
2024-03-11,516634050,bal,44,98185
2024-01-06,1415850683,buter,48,57341
2024-04-02,1396979065,buter,25,60782
2024-02-20,1575331177,beer,28,5643
2024-01-25,1543173135,beer,22,22222
2024-01-19,1176879372,buter,3,81717
2024-01-04,807724525,beer,7,11834
2024-03-25,289163427,bread,20,27984
2024-04-02,1119025058,boots,9,41726
2024-05-17,193484037,beer,21,32644
2024-02-04,282458808,beer,49,44906
2024-01-12,1612771423,bread,46,7462
2024-02-27,1120974753,bal,10,11588
2024-06-18,498005410,beer,5,25012
2024-02-02,997240717,boots,10,40814
2024-07-03,666619456,beer,13,99187
2024-03-27,1150615458,bal,5,85629
2024-07-03,18657512,beer,46,25490
2024-05-20,511443991,buter,5,19617
2024-02-05,1620438031,buter,9,37812
2024-04-04,514411698,bal,41,19730
2024-06-01,488957103,buter,19,979
2024-03-30,1715674958,beer,50,40040
2024-06-10,242396120,bal,22,57196
2024-06-06,961479228,bread,30,30840
2024-05-13,1669342996,buter,5,35287
2024-02-02,1266087214,buter,29,26811
2024-02-06,1456723805,bal,1,77933
2024-03-14,374095214,buter,9,85620
2024-03-29,1684685879,bal,7,12499
2024-05-12,437086973,bal,12,10132
2024-04-28,1685619898,bread,25,50008
2024-02-09,721326968,beer,15,18492
2024-02-17,821289716,beer,12,89700
2024-04-15,1769680640,buter,23,34503
2024-02-19,273965509,bal,18,7498
2024-06-02,884292701,bread,35,30128
2024-01-21,1305911447,bal,2,26629
2024-06-02,1921619121,bread,43,84149
2024-02-26,83867344,buter,27,30346
2024-03-31,612076773,buter,31,99830
2024-01-28,272096020,bread,45,21827
2024-03-31,813699796,buter,16,62589
2024-07-03,639032668,buter,1,45990
2024-04-20,844156280,bread,16,15344
2024-03-26,1417381212,bal,13,85381
2024-07-13,618798739,bal,47,9550
2024-06-05,1745839231,boots,38,294
2024-01-04,1252064444,bal,19,54836
2024-04-25,107426762,boots,45,97710
2024-05-12,86744483,boots,50,94641
2024-02-14,1028139377,beer,50,78057
2024-05-26,1263432651,bread,1,57980
2024-01-25,1005967401,beer,10,67997
2024-07-23,400501987,bread,10,91889
2024-02-13,125617274,bal,42,98733
2024-07-08,389445282,boots,12,4841
2024-03-26,1664806425,buter,36,57194
2024-01-08,760303018,buter,16,10379
2024-07-03,1134970458,beer,6,14846
2024-06-08,1356103810,boots,3,58946
2024-04-03,932386545,beer,14,15413
2024-06-05,328932794,bal,35,6364
2024-04-03,108922102,bread,35,62151
2024-06-19,1179746821,boots,49,67557
2024-01-21,965082883,bal,45,74997
2024-06-09,1354505594,beer,11,52049
2024-02-20,1381940251,beer,34,80624
2024-02-14,1971006137,buter,35,24914
2024-04-26,1460187407,bal,9,27477
2024-05-22,1717275962,buter,11,50199
2024-06-05,1090469615,bal,18,18734
2024-06-10,1970527244,buter,41,81743
2024-07-11,1994704222,bread,3,3287
2024-06-30,1684801794,boots,38,68304
2024-03-27,710575070,beer,29,41170
2024-07-07,1444644782,bread,32,3372
2024-04-15,58567756,boots,21,82956
2024-06-23,57516610,bal,48,43912
2024-02-12,26765365,bread,6,10957
2024-07-07,1558185057,beer,9,59074
2024-07-24,1028937336,bread,13,11154
2024-03-30,893700327,buter,2,75318
2024-03-17,1282680502,beer,20,94849
2024-02-15,1096374870,bread,13,46426
2024-05-06,926422972,bal,20,91778
2024-02-08,1260958345,bread,46,30298
2024-03-28,416566689,buter,39,93053
2024-05-14,1736632933,beer,6,81138
2024-02-11,915248671,beer,26,46752
2024-06-09,848421605,bread,18,50334
2024-01-27,1768801063,beer,9,50789
2024-02-25,209589225,bread,7,91689
2024-07-12,17914508,boots,8,50446
2024-06-25,1260632878,beer,21,68158
2024-03-07,631013647,bread,42,80995
2024-07-16,336336158,boots,31,45743
2024-05-31,1442220771,bread,45,88479
2024-06-25,1273718647,buter,31,73076
2024-04-19,1720384525,bal,3,43464
2024-03-12,269655170,beer,7,69715
2024-05-25,1115010055,boots,41,64222
2024-01-24,1838335740,beer,13,48957
2024-05-18,1431375605,beer,11,40174
2024-06-26,225468307,boots,11,43860
2024-07-15,1504996293,boots,49,78640
2024-03-29,1738892143,bal,37,90629
2024-02-21,189016491,beer,14,44955
2024-06-30,961110163,bal,40,26765
2024-05-11,1247723997,bread,23,25021
2024-01-09,506499734,bread,31,85328
2024-04-25,1705288526,boots,46,61553
2024-04-13,31710266,beer,16,58442
2024-05-03,375010915,boots,39,80945
2024-07-19,810152898,bread,36,45485
2024-07-07,837985850,beer,6,93896
2024-04-07,451280486,bal,32,8944
2024-05-02,1252833277,beer,19,8384
2024-03-01,1414670988,buter,22,6480
2024-02-18,959466138,buter,41,28404
2024-01-29,1377673302,buter,25,91051
2024-04-28,1983484039,bread,1,6105
2024-04-29,937470463,bal,1,20758
2024-06-09,716983536,boots,45,5629
2024-02-03,1400057549,buter,18,33802
2024-04-08,1155076300,boots,38,84938
2024-04-19,953265080,bread,36,32907
2024-06-14,795088946,bal,46,18106
2024-06-21,186559630,buter,35,81271
2024-02-11,55583174,bal,25,27814
2024-05-24,1666847822,buter,31,23804
2024-06-13,737410968,bread,16,680
2024-07-01,671757124,bread,45,97700
2024-01-26,1445235609,bal,31,66250
2024-07-04,1094135886,bal,46,11818
2024-02-23,762493966,boots,45,4208
2024-07-15,750463308,beer,1,53268
2024-05-04,1879992032,beer,36,95346
2024-01-27,971580022,beer,50,36857
2024-02-17,1697418147,beer,37,1581
2024-03-23,683485502,boots,48,90554
2024-02-07,913149226,beer,47,6678
2024-05-19,956187496,bal,42,88319
2024-07-06,1314049170,boots,6,13220
2024-03-26,1268603761,bal,9,88602
2024-07-05,504652253,bread,16,286
2024-02-09,1872954414,boots,50,33785
2024-04-01,662605019,bread,9,89282
2024-03-20,163393885,bread,5,21277
2024-01-30,338843530,beer,47,66468
2024-06-13,288428228,buter,6,80293
2024-03-16,1985584258,bal,3,85590
2024-03-21,1603434222,bal,26,7554
2024-01-13,502061704,bread,33,41091
2024-03-21,1165751632,bread,5,97203
2024-02-23,943519127,beer,39,61838
2024-07-05,1192187626,beer,49,90646
2024-03-05,964592685,beer,50,31899
2024-04-23,1677674766,bread,28,7762
2024-03-20,145651529,bread,18,97887
2024-01-08,1483220333,bread,11,65258
2024-01-19,545399614,buter,16,26337
2024-06-29,536930845,beer,23,38169
2024-07-08,529118680,boots,13,87481
2024-03-09,1221295184,bal,43,76213
2024-06-09,674676624,bread,50,21846
2024-05-25,1190643616,boots,36,951
2024-06-23,247834861,beer,46,20114
2024-06-07,572772301,beer,11,40816
2024-05-30,199762854,bread,21,13000
2024-02-20,1419329983,boots,7,53861
2024-02-09,86635876,buter,5,98909
2024-04-09,490977912,boots,44,23459
2024-03-14,1800346345,beer,14,40272
2024-04-24,1478256116,buter,40,54203
2024-07-05,797811645,buter,32,95537
2024-03-20,332363437,boots,46,24303
2024-04-25,1855203995,beer,29,77211
2024-05-02,1860511352,boots,46,79810
2024-04-25,733900753,buter,25,85826
2024-02-25,1391557662,beer,26,20763
2024-07-13,1883288030,buter,19,65526
2024-04-07,666289871,beer,47,78635
2024-04-07,952230700,beer,14,932
2024-01-06,868919261,bread,12,74436
2024-04-27,10052749,boots,40,21868
2024-03-04,1116192293,bal,24,90542
2024-03-19,648822960,bread,2,69537
2024-05-10,1480266333,buter,21,90965
2024-03-01,184385492,buter,26,30790
2024-01-31,1328110014,boots,40,12317
2024-07-10,1945302208,bread,39,58935
2024-04-18,939156304,boots,39,86454
2024-03-04,1623994652,bal,36,78405
2024-02-15,1576045223,bread,32,39931
2024-05-25,1417667462,buter,19,13120
2024-02-14,1831906680,buter,9,73443
2024-04-10,734563586,boots,41,5255
2024-03-22,736565099,bread,30,84545
2024-02-09,1724508834,bal,30,40402
2024-03-07,933963596,boots,41,27854
2024-06-06,1202203099,bread,4,22659
2024-05-04,469405426,boots,24,41874
2024-04-01,1644689414,beer,9,58968
2024-05-28,1963354033,boots,11,10084
2024-02-11,319266509,beer,44,91801
2024-03-28,23067696,bal,5,28182
2024-04-03,73039971,beer,21,95333
2024-07-06,1044178818,boots,2,1573
2024-02-08,1649786832,boots,44,14673
2024-06-09,1739724108,bread,46,43320
2024-05-26,1544967413,beer,38,74268
2024-04-26,251360616,bread,4,94992
2024-05-30,1019223736,beer,49,8816
2024-05-12,189447602,beer,44,33692
2024-01-11,1107067647,bread,50,72254
2024-07-03,885054526,bal,50,52746
2024-03-21,416494140,boots,8,27385
2024-03-25,896897331,buter,50,12670
2024-06-14,352887854,bal,11,36043
2024-03-14,1116649890,buter,50,9367
2024-06-18,893424268,beer,41,1521
2024-06-06,816862363,beer,34,51235
2024-01-01,1803997680,boots,18,88775
2024-06-30,1964052972,beer,50,34601
2024-03-31,279812293,bread,18,33055
2024-07-11,1651902928,beer,30,90052
2024-04-04,1106714685,buter,30,33405
2024-07-16,1552277084,bread,18,25607
2024-01-10,1921974377,bal,50,58855
2024-01-28,1831180144,bal,14,23978
2024-01-28,281013995,bread,8,62905
2024-03-27,1853909723,boots,36,462
2024-01-23,1494415802,boots,20,92476
2024-07-16,810196277,beer,22,28862
2024-07-17,1084464513,beer,14,16775
2024-07-17,1885691182,buter,23,72658
2024-07-18,892534285,boots,22,32188
2024-06-28,1332054999,boots,5,69070
2024-04-16,1169135163,bread,49,33207
2024-07-07,1732343959,bal,7,79119
2024-01-22,1205896289,beer,27,91937
2024-02-11,759453626,bal,19,84630
2024-04-07,111368916,bal,31,17609
2024-05-15,535575445,boots,47,59396
2024-02-04,610020981,bread,48,46105
2024-06-12,205604652,beer,44,21262
2024-02-04,526537615,boots,32,20284
2024-03-10,778145458,bread,6,9622
2024-02-06,8935440,boots,23,87249
2024-01-28,638819745,bal,25,95052
2024-05-30,1078017310,buter,14,42974
2024-06-20,1720994565,boots,34,51442
2024-03-24,1037581018,bal,11,15115
2024-06-25,285468992,buter,14,649
2024-04-14,1370068193,bread,9,55073
2024-02-21,763910278,beer,28,54745
2024-02-06,1344784331,buter,37,90129
2024-01-24,765695709,bal,7,29759
2024-06-16,1091531404,buter,49,47249
2024-03-10,1260419117,buter,15,50832
2024-05-24,1940926878,boots,34,25664
2024-01-27,925357321,buter,22,35256
2024-01-25,764023932,beer,10,78330
2024-05-07,287277303,buter,28,89189
2024-02-19,609018162,buter,6,69753
2024-06-17,1841668024,buter,22,47317
2024-01-03,1740326034,buter,41,18769
2024-01-09,812798674,buter,11,76348
2024-04-03,1960368377,buter,22,20378
2024-01-19,193165305,boots,48,7795
2024-03-06,1801484367,beer,42,81397
2024-06-07,1191011179,bread,16,34084
2024-03-17,1810242751,bal,17,57211
2024-05-18,208067710,bal,35,81091
2024-04-21,514287011,bal,4,44253
2024-05-09,1078089422,boots,31,3245
2024-06-11,1499849745,boots,38,91409
2024-03-02,895501931,bread,25,55185
2024-05-04,1300954787,bread,23,79708
2024-07-12,1058096981,buter,29,95818
2024-04-18,969761605,beer,28,63935
2024-04-28,1473078813,beer,50,35087
2024-04-19,1355622633,beer,28,37575
2024-01-26,1789492607,bal,35,79389
2024-05-11,698243684,beer,39,19011
2024-02-29,698163073,boots,10,21539
2024-05-10,1165893782,boots,4,15017
2024-06-27,35199190,bal,19,70167
2024-03-09,1490180726,boots,24,79728
2024-01-13,1553304208,beer,8,51411
2024-07-17,1695344096,boots,1,86640
2024-02-12,1472476650,beer,8,25442
2024-04-27,131690839,bread,6,88441
2024-04-04,1597174104,boots,3,45639
2024-01-23,1698103808,boots,43,96288
2024-03-05,969260116,buter,31,28473
2024-01-12,333221541,bread,49,72107
2024-03-11,744737796,bal,39,76362
2024-01-01,212905447,bread,31,57784
2024-01-25,731060840,bread,8,42067
2024-01-20,1113567158,bal,18,32721
2024-05-14,949710866,bread,23,13045
2024-02-03,617863339,beer,19,92884
2024-02-10,550497926,boots,6,61570
2024-04-29,1752843084,buter,4,34671
2024-06-08,865422557,bal,19,371
2024-04-24,409404507,boots,17,19983
2024-02-04,1902127869,bal,7,73842
2024-02-13,1802289070,beer,26,97847
2024-07-01,426364492,bread,35,21653
